user_id,course_id,n_attempts,n_correct,accuracy_pct,effective_feedback_pct,process_pct,task_pct_orig,self_reg_pct,self_pct,ai_frequency,ai_frequency_log,num_courses,kg_pct,other_process_pct,task_pct_new,selfreg_pct,accuracy,ef_pct
U_10460147,C_1755929,165,165,100.0,0.0,0.0,0.0,0.0,50.0,2,1.0986122886681098,0,0.0,0.0,0.0,0.0,100.0,0.0
U_10491369,C_1824926,185,99,53.51,100.0,100.0,0.0,0.0,0.0,10,2.3978952727983707,0,100.0,0.0,0.0,0.0,53.51,100.0
U_10491369,C_697766,57,37,64.91,100.0,100.0,0.0,0.0,0.0,10,2.3978952727983707,0,100.0,0.0,0.0,0.0,64.91,100.0
U_10514222,C_854843,83,49,59.04,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,59.04,100.0
U_10518146,C_746997,15,7,46.67,100.0,100.0,0.0,0.0,0.0,6,1.9459101490553132,0,100.0,0.0,0.0,0.0,46.67,100.0
U_1052224,C_1929045,13,12,92.31,0.0,0.0,100.0,0.0,0.0,5,1.791759469228055,0,0.0,0.0,100.0,0.0,92.31,0.0
U_10601816,C_801420,20,19,95.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,95.0,100.0
U_106058,C_1864068,111,71,63.96,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,63.96,100.0
U_106058,C_1945689,25,18,72.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,72.0,100.0
U_106705,C_746997,39,29,74.36,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,74.36,100.0
U_10716660,C_746997,14,9,64.29,40.0,40.0,20.0,0.0,40.0,5,1.791759469228055,0,20.0,20.0,20.0,0.0,64.29,40.0
U_10722496,C_746997,28,18,64.29,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,64.29,100.0
U_10728811,C_1765606,17,12,70.59,78.57142857142857,78.57142857142857,7.142857142857142,0.0,7.142857142857142,14,2.70805020110221,0,71.42857142857143,7.142857142857142,7.142857142857142,0.0,70.59,78.57142857142857
U_10755274,C_799800,9,8,88.89,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,88.89,100.0
U_1075560,C_854843,5,5,100.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,100.0,100.0
U_107884,C_677087,53,40,75.47,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,75.47,100.0
U_108477,C_735239,22,20,90.91,68.18181818181817,56.81818181818182,20.454545454545457,11.363636363636363,6.8181818181818175,44,3.80666248977032,0,29.545454545454547,27.27272727272727,20.454545454545457,11.363636363636363,90.91,68.18181818181817
U_1085169,C_799800,20,13,65.0,100.0,100.0,0.0,0.0,0.0,6,1.9459101490553132,0,100.0,0.0,0.0,0.0,65.0,100.0
U_1085547,C_674920,20,18,90.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,90.0,100.0
U_10856855,C_948208,37,32,86.49,0.0,0.0,100.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,100.0,0.0,86.49,0.0
U_10877071,C_1738993,5,4,80.0,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,80.0,0.0
U_10879699,C_948428,24,22,91.67,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,91.67,0.0
U_10906040,C_799800,13,9,69.23,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,69.23,100.0
U_10907165,C_799800,72,52,72.22,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,72.22,100.0
U_10910659,C_674920,20,16,80.0,33.33333333333333,33.33333333333333,50.0,0.0,16.666666666666664,6,1.9459101490553132,0,16.666666666666664,16.666666666666664,50.0,0.0,80.0,33.33333333333333
U_10910914,C_799800,9,7,77.78,92.3076923076923,92.3076923076923,7.6923076923076925,0.0,0.0,13,2.6390573296152584,0,61.53846153846154,30.76923076923077,7.6923076923076925,0.0,77.78,92.3076923076923
U_10912014,C_2189666,14,13,92.86,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,92.86,0.0
U_10948863,C_737592,116,92,79.31,50.0,50.0,0.0,0.0,0.0,2,1.0986122886681098,0,50.0,0.0,0.0,0.0,79.31,50.0
U_10953321,C_948431,45,22,48.89,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,48.89,42.42424242424242
U_10953321,C_1750851,19,7,36.84,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,36.84,42.42424242424242
U_10953321,C_1806527,5,1,20.0,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,20.0,42.42424242424242
U_10953321,C_1891046,59,52,88.14,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,88.14,42.42424242424242
U_10953321,C_801420,99,71,71.72,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,71.72,42.42424242424242
U_10953321,C_1903985,106,99,93.4,42.42424242424242,3.0303030303030303,39.39393939393939,39.39393939393939,12.12121212121212,33,3.5263605246161616,0,0.0,3.0303030303030303,39.39393939393939,39.39393939393939,93.4,42.42424242424242
U_10956553,C_1772942,34,30,88.24,0.0,0.0,100.0,0.0,0.0,5,1.791759469228055,0,0.0,0.0,100.0,0.0,88.24,0.0
U_11008616,C_746997,16,14,87.5,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,87.5,100.0
U_11008628,C_746997,14,11,78.57,27.77777777777778,27.77777777777778,16.666666666666664,0.0,55.55555555555556,18,2.9444389791664403,0,27.77777777777778,0.0,16.666666666666664,0.0,78.57,27.77777777777778
U_11008647,C_746997,32,23,71.88,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,71.88,0.0
U_11044596,C_948109,120,119,99.17,0.0,0.0,66.66666666666666,0.0,33.33333333333333,3,1.3862943611198906,0,0.0,0.0,66.66666666666666,0.0,99.17,0.0
U_11071928,C_746997,20,16,80.0,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,80.0,100.0
U_11085708,C_746997,16,14,87.5,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,87.5,100.0
U_11123154,C_799800,5,5,100.0,75.0,50.0,25.0,25.0,0.0,4,1.6094379124341005,0,50.0,0.0,25.0,25.0,100.0,75.0
U_11129503,C_799800,27,20,74.07,54.54545454545454,45.45454545454545,36.36363636363637,9.090909090909092,9.090909090909092,11,2.4849066497880004,0,45.45454545454545,0.0,36.36363636363637,9.090909090909092,74.07,54.54545454545454
U_11138772,C_799800,20,14,70.0,100.0,100.0,0.0,0.0,0.0,8,2.1972245773362196,0,100.0,0.0,0.0,0.0,70.0,100.0
U_11138778,C_799800,14,11,78.57,0.0,0.0,50.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,50.0,0.0,78.57,0.0
U_11168026,C_746997,8,6,75.0,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,75.0,100.0
U_11175607,C_746997,365,279,76.44,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,76.44,100.0
U_11179462,C_799800,132,110,83.33,50.0,50.0,50.0,0.0,0.0,6,1.9459101490553132,0,50.0,0.0,50.0,0.0,83.33,50.0
U_11181644,C_1434593,38,25,65.79,100.0,0.0,0.0,100.0,0.0,1,0.6931471805599453,0,0.0,0.0,0.0,100.0,65.79,100.0
U_11251341,C_707456,127,95,74.8,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,74.8,0.0
U_11254342,C_746997,79,59,74.68,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,74.68,100.0
U_11286386,C_697766,57,57,100.0,100.0,0.0,0.0,100.0,0.0,1,0.6931471805599453,0,0.0,0.0,0.0,100.0,100.0,100.0
U_1131975,C_746997,523,348,66.54,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,66.54,100.0
U_11323988,C_1824926,185,158,85.41,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,85.41,100.0
U_11323988,C_697766,57,45,78.95,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,78.95,100.0
U_11323990,C_1824926,185,176,95.14,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,95.14,100.0
U_11323990,C_697766,57,49,85.96,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,85.96,100.0
U_11338183,C_1797904,9,6,66.67,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,66.67,100.0
U_11353312,C_677014,14,7,50.0,40.909090909090914,36.36363636363637,59.09090909090909,4.545454545454546,0.0,22,3.1354942159291497,0,18.181818181818183,18.181818181818183,59.09090909090909,4.545454545454546,50.0,40.909090909090914
U_11372553,C_1822804,225,216,96.0,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,96.0,0.0
U_11374177,C_948282,8,5,62.5,100.0,50.0,0.0,50.0,0.0,2,1.0986122886681098,0,50.0,0.0,0.0,50.0,62.5,100.0
U_11381631,C_746997,108,68,62.96,100.0,0.0,0.0,100.0,0.0,2,1.0986122886681098,0,0.0,0.0,0.0,100.0,62.96,100.0
U_11397726,C_707456,214,188,87.85,0.0,0.0,100.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,100.0,0.0,87.85,0.0
U_11400242,C_707456,214,191,89.25,0.0,0.0,100.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,100.0,0.0,89.25,0.0
U_11429095,C_746997,12,9,75.0,100.0,100.0,0.0,0.0,0.0,11,2.4849066497880004,0,81.81818181818183,18.181818181818183,0.0,0.0,75.0,100.0
U_11429778,C_801420,9,5,55.56,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,55.56,100.0
U_11439116,C_707456,214,190,88.79,0.0,0.0,100.0,0.0,0.0,3,1.3862943611198906,0,0.0,0.0,100.0,0.0,88.79,0.0
U_11484070,C_746997,80,58,72.5,42.10526315789473,42.10526315789473,57.89473684210527,0.0,0.0,19,2.995732273553991,0,21.052631578947366,21.052631578947366,57.89473684210527,0.0,72.5,42.10526315789473
U_11487788,C_707456,214,155,72.43,14.285714285714285,0.0,85.71428571428571,14.285714285714285,0.0,7,2.0794415416798357,0,0.0,0.0,85.71428571428571,14.285714285714285,72.43,14.285714285714285
U_11492443,C_707456,200,144,72.0,50.0,50.0,50.0,0.0,0.0,2,1.0986122886681098,0,0.0,50.0,50.0,0.0,72.0,50.0
U_11525948,C_799800,36,28,77.78,18.181818181818183,9.090909090909092,36.36363636363637,9.090909090909092,45.45454545454545,11,2.4849066497880004,0,0.0,9.090909090909092,36.36363636363637,9.090909090909092,77.78,18.181818181818183
U_11527281,C_1755909,6,3,50.0,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,50.0,100.0
U_11535773,C_799800,69,48,69.57,0.0,0.0,0.0,0.0,100.0,2,1.0986122886681098,0,0.0,0.0,0.0,0.0,69.57,0.0
U_11535773,C_735385,13,13,100.0,0.0,0.0,0.0,0.0,100.0,2,1.0986122886681098,0,0.0,0.0,0.0,0.0,100.0,0.0
U_11537564,C_746997,23,20,86.96,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,86.96,100.0
U_11543254,C_707456,193,128,66.32,0.0,0.0,100.0,0.0,0.0,3,1.3862943611198906,0,0.0,0.0,100.0,0.0,66.32,0.0
U_11543914,C_1822804,225,225,100.0,12.0,8.0,80.0,4.0,8.0,25,3.258096538021482,0,0.0,8.0,80.0,4.0,100.0,12.0
U_11544822,C_1822804,193,165,85.49,21.25,20.0,58.75,1.25,20.0,80,4.394449154672439,0,0.0,20.0,58.75,1.25,85.49,21.25
U_11545198,C_707456,214,179,83.64,0.0,0.0,50.0,0.0,50.0,2,1.0986122886681098,0,0.0,0.0,50.0,0.0,83.64,0.0
U_11553049,C_707456,194,138,71.13,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,71.13,0.0
U_11555010,C_707456,214,200,93.46,0.0,0.0,100.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,100.0,0.0,93.46,0.0
U_11555020,C_707456,104,53,50.96,100.0,0.0,0.0,100.0,0.0,1,0.6931471805599453,0,0.0,0.0,0.0,100.0,50.96,100.0
U_11555109,C_707456,31,27,87.1,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,87.1,100.0
U_11615999,C_746997,30,24,80.0,25.0,25.0,50.0,0.0,25.0,4,1.6094379124341005,0,25.0,0.0,50.0,0.0,80.0,25.0
U_11635012,C_735342,232,185,79.74,58.333333333333336,58.333333333333336,41.66666666666667,0.0,0.0,12,2.5649493574615367,0,8.333333333333332,50.0,41.66666666666667,0.0,79.74,58.333333333333336
U_11635012,C_674920,20,20,100.0,58.333333333333336,58.333333333333336,41.66666666666667,0.0,0.0,12,2.5649493574615367,0,8.333333333333332,50.0,41.66666666666667,0.0,100.0,58.333333333333336
U_11635125,C_707456,35,26,74.29,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,74.29,0.0
U_11642954,C_949439,12,12,100.0,40.0,20.0,60.0,20.0,0.0,10,2.3978952727983707,0,0.0,20.0,60.0,20.0,100.0,40.0
U_11642954,C_1772942,6,5,83.33,40.0,20.0,60.0,20.0,0.0,10,2.3978952727983707,0,0.0,20.0,60.0,20.0,83.33,40.0
U_11683891,C_799800,44,33,75.0,33.33333333333333,0.0,66.66666666666666,33.33333333333333,0.0,3,1.3862943611198906,0,0.0,0.0,66.66666666666666,33.33333333333333,75.0,33.33333333333333
U_11696520,C_707456,141,94,66.67,50.0,0.0,50.0,50.0,0.0,2,1.0986122886681098,0,0.0,0.0,50.0,50.0,66.67,50.0
U_11702553,C_735342,254,173,68.11,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,68.11,100.0
U_11731,C_1811739,11,6,54.55,40.0,20.0,60.0,20.0,0.0,5,1.791759469228055,0,0.0,20.0,60.0,20.0,54.55,40.0
U_11810580,C_676937,48,27,56.25,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,50.0,50.0,0.0,0.0,56.25,100.0
U_11828855,C_746997,77,46,59.74,25.0,25.0,75.0,0.0,0.0,4,1.6094379124341005,0,0.0,25.0,75.0,0.0,59.74,25.0
U_11828855,C_735385,85,56,65.88,25.0,25.0,75.0,0.0,0.0,4,1.6094379124341005,0,0.0,25.0,75.0,0.0,65.88,25.0
U_11833725,C_947252,115,108,93.91,0.0,0.0,57.14285714285714,0.0,42.857142857142854,7,2.0794415416798357,0,0.0,0.0,57.14285714285714,0.0,93.91,0.0
U_11833822,C_947252,115,114,99.13,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,99.13,0.0
U_11833932,C_947252,115,113,98.26,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,98.26,0.0
U_11855465,C_746997,21,14,66.67,50.0,50.0,50.0,0.0,0.0,6,1.9459101490553132,0,33.33333333333333,16.666666666666664,50.0,0.0,66.67,50.0
U_11857204,C_746997,159,128,80.5,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,80.5,100.0
U_11886321,C_845950,6,4,66.67,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,100.0,0.0,0.0,66.67,100.0
U_11890549,C_680992,197,163,82.74,50.0,50.0,50.0,0.0,0.0,2,1.0986122886681098,0,50.0,0.0,50.0,0.0,82.74,50.0
U_11890549,C_947244,133,115,86.47,50.0,50.0,50.0,0.0,0.0,2,1.0986122886681098,0,50.0,0.0,50.0,0.0,86.47,50.0
U_11907687,C_735115,6,3,50.0,57.692307692307686,30.76923076923077,32.69230769230769,26.923076923076923,7.6923076923076925,52,3.970291913552122,0,21.153846153846153,9.615384615384617,32.69230769230769,26.923076923076923,50.0,57.692307692307686
U_1192259,C_746997,34,25,73.53,44.0,44.0,0.0,0.0,48.0,25,3.258096538021482,0,12.0,32.0,0.0,0.0,73.53,44.0
U_11930575,C_1864068,6,5,83.33,50.0,16.666666666666664,50.0,33.33333333333333,0.0,6,1.9459101490553132,0,0.0,16.666666666666664,50.0,33.33333333333333,83.33,50.0
U_11974563,C_697076,10,5,50.0,100.0,100.0,0.0,0.0,0.0,10,2.3978952727983707,0,100.0,0.0,0.0,0.0,50.0,100.0
U_12019873,C_1902586,5,4,80.0,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,80.0,100.0
U_12023526,C_797404,167,95,56.89,0.0,0.0,100.0,0.0,0.0,2,1.0986122886681098,0,0.0,0.0,100.0,0.0,56.89,0.0
U_12029629,C_1557390,6,0,0.0,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,0.0,100.0
U_12060362,C_746997,334,244,73.05,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,73.05,100.0
U_12061650,C_801420,13,6,46.15,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,46.15,0.0
U_12077581,C_735214,27,22,81.48,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,81.48,100.0
U_12077692,C_735214,40,26,65.0,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,65.0,0.0
U_12085500,C_746997,26,17,65.38,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,65.38,100.0
U_12086842,C_948403,16,8,50.0,50.0,50.0,50.0,0.0,0.0,2,1.0986122886681098,0,50.0,0.0,50.0,0.0,50.0,50.0
U_12091794,C_756646,5,5,100.0,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,100.0,100.0
U_12102208,C_948109,301,296,98.34,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,98.34,0.0
U_12107572,C_746997,11,4,36.36,83.33333333333334,83.33333333333334,16.666666666666664,0.0,0.0,6,1.9459101490553132,0,66.66666666666666,16.666666666666664,16.666666666666664,0.0,36.36,83.33333333333334
U_12108164,C_1704762,117,90,76.92,100.0,100.0,0.0,0.0,0.0,6,1.9459101490553132,0,83.33333333333334,16.666666666666664,0.0,0.0,76.92,100.0
U_12133323,C_749807,13,10,76.92,66.66666666666666,66.66666666666666,33.33333333333333,0.0,0.0,6,1.9459101490553132,0,50.0,16.666666666666664,33.33333333333333,0.0,76.92,66.66666666666666
U_12139901,C_697684,10,6,60.0,50.943396226415096,50.943396226415096,45.28301886792453,0.0,3.7735849056603774,53,3.9889840465642745,0,22.641509433962263,28.30188679245283,45.28301886792453,0.0,60.0,50.943396226415096
U_12159384,C_746997,62,48,77.42,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,77.42,100.0
U_12194956,C_1945689,20,19,95.0,100.0,0.0,0.0,100.0,0.0,3,1.3862943611198906,0,0.0,0.0,0.0,100.0,95.0,100.0
U_12196117,C_681460,150,141,94.0,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,94.0,0.0
U_12197337,C_707456,214,137,64.02,16.666666666666664,0.0,83.33333333333334,16.666666666666664,0.0,6,1.9459101490553132,0,0.0,0.0,83.33333333333334,16.666666666666664,64.02,16.666666666666664
U_12201793,C_1822804,225,207,92.0,0.0,0.0,0.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,0.0,0.0,92.0,0.0
U_12214319,C_707456,23,20,86.96,0.0,0.0,100.0,0.0,0.0,3,1.3862943611198906,0,0.0,0.0,100.0,0.0,86.96,0.0
U_12231943,C_746997,30,24,80.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,80.0,100.0
U_12232567,C_746997,50,31,62.0,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,62.0,100.0
U_12233423,C_746997,11,6,54.55,100.0,100.0,0.0,0.0,0.0,4,1.6094379124341005,0,100.0,0.0,0.0,0.0,54.55,100.0
U_1223617,C_2033958,169,121,71.6,25.0,16.666666666666664,66.66666666666666,8.333333333333332,8.333333333333332,12,2.5649493574615367,0,0.0,16.666666666666664,66.66666666666666,8.333333333333332,71.6,25.0
U_12239700,C_746997,30,12,40.0,85.71428571428571,85.71428571428571,14.285714285714285,0.0,0.0,14,2.70805020110221,0,78.57142857142857,7.142857142857142,14.285714285714285,0.0,40.0,85.71428571428571
U_12257709,C_845950,125,22,17.6,33.33333333333333,0.0,33.33333333333333,33.33333333333333,33.33333333333333,6,1.9459101490553132,0,0.0,0.0,33.33333333333333,33.33333333333333,17.6,33.33333333333333
U_12302683,C_707456,214,120,56.07,0.0,0.0,100.0,0.0,0.0,1,0.6931471805599453,0,0.0,0.0,100.0,0.0,56.07,0.0
U_12318787,C_737592,112,104,92.86,33.33333333333333,33.33333333333333,50.0,0.0,0.0,6,1.9459101490553132,0,33.33333333333333,0.0,50.0,0.0,92.86,33.33333333333333
U_12345860,C_948488,40,40,100.0,25.0,25.0,75.0,0.0,0.0,4,1.6094379124341005,0,25.0,0.0,75.0,0.0,100.0,25.0
U_12364355,C_746997,11,8,72.73,0.0,0.0,0.0,0.0,100.0,1,0.6931471805599453,0,0.0,0.0,0.0,0.0,72.73,0.0
U_12364376,C_746997,48,37,77.08,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,77.08,100.0
U_12364429,C_746997,16,14,87.5,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,87.5,100.0
U_12366599,C_746997,185,121,65.41,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,0.0,3,1.3862943611198906,0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,65.41,66.66666666666666
U_12372010,C_1527433,19,16,84.21,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,84.21,100.0
U_12380748,C_1718815,79,77,97.47,93.75,93.75,6.25,0.0,0.0,16,2.833213344056216,0,81.25,12.5,6.25,0.0,97.47,93.75
U_12385064,C_883372,7,5,71.43,80.0,80.0,20.0,0.0,0.0,5,1.791759469228055,0,0.0,80.0,20.0,0.0,71.43,80.0
U_12389166,C_947252,24,19,79.17,26.31578947368421,21.052631578947366,57.89473684210527,5.263157894736842,15.789473684210526,19,2.995732273553991,0,21.052631578947366,0.0,57.89473684210527,5.263157894736842,79.17,26.31578947368421
U_12404930,C_1750793,7,7,100.0,100.0,0.0,0.0,100.0,0.0,2,1.0986122886681098,0,0.0,0.0,0.0,100.0,100.0,100.0
U_12405072,C_746997,9,4,44.44,100.0,100.0,0.0,0.0,0.0,2,1.0986122886681098,0,100.0,0.0,0.0,0.0,44.44,100.0
U_12407454,C_1912004,5,3,60.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,60.0,100.0
U_12407454,C_696832,17,13,76.47,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,76.47,100.0
U_12407454,C_1925898,10,6,60.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,60.0,100.0
U_12407454,C_1992945,5,2,40.0,100.0,100.0,0.0,0.0,0.0,1,0.6931471805599453,0,100.0,0.0,0.0,0.0,40.0,100.0
U_12408069,C_746997,6,5,83.33,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,66.66666666666666,33.33333333333333,0.0,0.0,83.33,100.0
U_12408623,C_799800,18,10,55.56,100.0,100.0,0.0,0.0,0.0,3,1.3862943611198906,0,100.0,0.0,0.0,0.0,55.56,100.0
