user_id,ai_frequency,ai_frequency_log,task_pct,process_pct,self_reg_pct,self_pct,other_pct,effective_feedback_pct,task_count,process_count,self_reg_count,self_count,other_count,total_problems,correct_problems,problem_accuracy,num_courses,avg_problems_per_course,usage_group,ai_effectiveness
U_29643058,21,3.091042453358316,23.809523809523807,47.61904761904761,0.0,28.57142857142857,0.0,47.61904761904761,5,10,0,6,0,173,128,73.98843930635837,0,0,21-50次,Low
U_27726628,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,1,1,100.0,0,0,1次,High
U_11800342,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,2,2,100.0,0,0,1次,High
U_18486752,6,1.9459101490553132,0.0,83.33333333333334,0.0,16.666666666666664,0.0,83.33333333333334,0,5,0,1,0,6,4,66.66666666666666,0,0,6-10次,High
U_21345567,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,74,61,82.43243243243244,0,0,2-5次,High
U_15404901,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,89,56,62.92134831460674,0,0,1次,High
U_13458841,5,1.791759469228055,40.0,40.0,0.0,20.0,0.0,40.0,2,2,0,1,0,171,130,76.0233918128655,0,0,2-5次,Low
U_29596178,3,1.3862943611198906,33.33333333333333,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1,2,0,0,0,158,114,72.15189873417721,0,0,2-5次,Low
U_14663224,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,41,36,87.8048780487805,0,0,2-5次,High
U_7146399,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,90,69,76.66666666666667,0,0,2-5次,High
U_15424318,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,174,107,61.49425287356321,0,0,1次,High
U_29648519,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,3,1,33.33333333333333,0,0,2-5次,High
U_29005855,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,55,29,52.72727272727272,0,0,2-5次,High
U_28682664,3,1.3862943611198906,0.0,0.0,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0,0,2,1,0,365,280,76.71232876712328,0,0,2-5次,Low
U_4184164,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,9,7,77.77777777777779,0,0,1次,High
U_2037238,53,3.9889840465642745,7.547169811320755,54.71698113207547,0.0,37.735849056603776,0.0,54.71698113207547,4,29,0,20,0,8,3,37.5,0,0,51-100次,Low
U_23202841,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,111,61,54.95495495495496,0,0,2-5次,High
U_29209126,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,9,4,44.44444444444444,0,0,2-5次,High
U_4490233,3,1.3862943611198906,66.66666666666666,33.33333333333333,0.0,0.0,0.0,33.33333333333333,2,1,0,0,0,385,240,62.33766233766234,0,0,2-5次,Low
U_13822514,2,1.0986122886681098,50.0,50.0,0.0,0.0,0.0,50.0,1,1,0,0,0,8,3,37.5,0,0,2-5次,Low
U_26430338,16,2.833213344056216,6.25,62.5,0.0,31.25,0.0,62.5,1,10,0,5,0,11,7,63.63636363636363,0,0,11-20次,Low
U_3767731,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,4,2,50.0,0,0,1次,High
U_26379413,5,1.791759469228055,0.0,60.0,20.0,20.0,0.0,80.0,0,3,1,1,0,1,1,100.0,0,0,2-5次,High
U_6226761,8,2.1972245773362196,0.0,100.0,0.0,0.0,0.0,100.0,0,8,0,0,0,10,5,50.0,0,0,6-10次,High
U_28726558,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,1,1,100.0,0,0,2-5次,High
U_14929896,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,17,16,94.11764705882352,0,0,2-5次,High
U_4131603,5,1.791759469228055,20.0,0.0,60.0,20.0,0.0,60.0,1,0,3,1,0,229,188,82.09606986899564,0,0,2-5次,Low
U_29423829,7,2.0794415416798357,28.57142857142857,0.0,28.57142857142857,42.857142857142854,0.0,28.57142857142857,2,0,2,3,0,114,74,64.91228070175438,0,0,6-10次,Low
U_29054245,8,2.1972245773362196,0.0,100.0,0.0,0.0,0.0,100.0,0,8,0,0,0,93,67,72.04301075268818,0,0,6-10次,High
U_29325594,3,1.3862943611198906,33.33333333333333,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1,2,0,0,0,49,47,95.91836734693877,0,0,2-5次,Low
U_15404288,5,1.791759469228055,40.0,60.0,0.0,0.0,0.0,60.0,2,3,0,0,0,100,86,86.0,0,0,2-5次,Low
U_14905893,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,266,178,66.9172932330827,0,0,1次,High
U_16011802,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,10,8,80.0,0,0,1次,High
U_15307785,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,177,124,70.05649717514125,0,0,1次,High
U_10670745,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,40,33,82.5,0,0,1次,High
U_29467202,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,15,11,73.33333333333333,0,0,1次,High
U_15129537,4,1.6094379124341005,25.0,50.0,0.0,25.0,0.0,50.0,1,2,0,1,0,17,10,58.82352941176471,0,0,2-5次,Low
U_3493476,9,2.302585092994046,11.11111111111111,77.77777777777779,11.11111111111111,0.0,0.0,88.88888888888889,1,7,1,0,0,7,5,71.42857142857143,0,0,6-10次,High
U_14834107,1,0.6931471805599453,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,1,0,13,11,84.61538461538461,0,0,1次,Low
U_29684431,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,355,266,74.92957746478874,0,0,2-5次,High
U_5385142,10,2.3978952727983707,0.0,90.0,0.0,10.0,0.0,90.0,0,9,0,1,0,155,120,77.41935483870968,0,0,6-10次,High
U_2467310,6,1.9459101490553132,0.0,83.33333333333334,0.0,0.0,16.666666666666664,83.33333333333334,0,5,0,0,1,17,15,88.23529411764706,0,0,6-10次,High
U_12461277,3,1.3862943611198906,0.0,66.66666666666666,33.33333333333333,0.0,0.0,100.0,0,2,1,0,0,56,35,62.5,0,0,2-5次,High
U_1994729,11,2.4849066497880004,9.090909090909092,63.63636363636363,0.0,27.27272727272727,0.0,63.63636363636363,1,7,0,3,0,3,2,66.66666666666666,0,0,11-20次,Low
U_24140881,6,1.9459101490553132,83.33333333333334,16.666666666666664,0.0,0.0,0.0,16.666666666666664,5,1,0,0,0,24,22,91.66666666666666,0,0,6-10次,Low
U_5574090,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,15,14,93.33333333333331,0,0,1次,High
U_5574083,10,2.3978952727983707,0.0,90.0,0.0,10.0,0.0,90.0,0,9,0,1,0,3,3,100.0,0,0,6-10次,High
U_5574064,5,1.791759469228055,20.0,60.0,20.0,0.0,0.0,80.0,1,3,1,0,0,22,12,54.54545454545454,0,0,2-5次,High
U_29119460,3,1.3862943611198906,0.0,66.66666666666666,33.33333333333333,0.0,0.0,100.0,0,2,1,0,0,208,182,87.5,0,0,2-5次,High
U_26428156,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,30,27,90.0,0,0,2-5次,High
U_5617508,5,1.791759469228055,0.0,60.0,20.0,20.0,0.0,80.0,0,3,1,1,0,21,14,66.66666666666666,0,0,2-5次,High
U_4097858,55,4.02535169073515,43.63636363636363,34.54545454545455,1.818181818181818,20.0,0.0,36.36363636363637,24,19,1,11,0,2,1,50.0,0,0,51-100次,Low
U_15313711,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,90,60,66.66666666666666,0,0,2-5次,High
U_22865888,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,12,6,50.0,0,0,2-5次,High
U_18335055,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,35,26,74.28571428571429,0,0,1次,High
U_21139673,8,2.1972245773362196,0.0,100.0,0.0,0.0,0.0,100.0,0,8,0,0,0,32,27,84.375,0,0,6-10次,High
U_762035,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,98,84,85.71428571428571,0,0,1次,High
U_15502871,6,1.9459101490553132,0.0,100.0,0.0,0.0,0.0,100.0,0,6,0,0,0,23,17,73.91304347826086,0,0,6-10次,High
U_16572342,124,4.8283137373023015,47.58064516129033,28.225806451612907,8.064516129032258,16.129032258064516,0.0,36.29032258064516,59,35,10,20,0,25,14,56.00000000000001,0,0,>100次,Low
U_28420688,7,2.0794415416798357,0.0,100.0,0.0,0.0,0.0,100.0,0,7,0,0,0,103,86,83.49514563106796,0,0,6-10次,High
U_28368193,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,6,6,100.0,0,0,2-5次,High
U_5574134,2,1.0986122886681098,100.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,40,33,82.5,0,0,2-5次,Low
U_17502068,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,26,19,73.07692307692307,0,0,2-5次,High
U_17177913,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,215,193,89.76744186046511,0,0,2-5次,High
U_29001708,5,1.791759469228055,20.0,80.0,0.0,0.0,0.0,80.0,1,4,0,0,0,47,35,74.46808510638297,0,0,2-5次,High
U_6350148,6,1.9459101490553132,0.0,100.0,0.0,0.0,0.0,100.0,0,6,0,0,0,15,11,73.33333333333333,0,0,6-10次,High
U_13544241,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,220,193,87.72727272727273,0,0,2-5次,High
U_11680739,6,1.9459101490553132,33.33333333333333,50.0,0.0,16.666666666666664,0.0,50.0,2,3,0,1,0,5,4,80.0,0,0,6-10次,Low
U_808713,4,1.6094379124341005,75.0,25.0,0.0,0.0,0.0,25.0,3,1,0,0,0,4,3,75.0,0,0,2-5次,Low
U_11321207,4,1.6094379124341005,50.0,50.0,0.0,0.0,0.0,50.0,2,2,0,0,0,152,104,68.42105263157895,0,0,2-5次,Low
U_2640692,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,6,5,83.33333333333334,0,0,1次,High
U_15209719,5,1.791759469228055,20.0,80.0,0.0,0.0,0.0,80.0,1,4,0,0,0,77,57,74.02597402597402,0,0,2-5次,High
U_29380914,3,1.3862943611198906,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0,1,1,1,0,76,44,57.89473684210527,0,0,2-5次,Low
U_11430949,17,2.8903717578961645,29.411764705882355,41.17647058823529,5.88235294117647,11.76470588235294,11.76470588235294,47.05882352941176,5,7,1,2,2,16,5,31.25,0,0,11-20次,Low
U_206390,8,2.1972245773362196,62.5,25.0,0.0,12.5,0.0,25.0,5,2,0,1,0,115,82,71.30434782608695,0,0,6-10次,Low
U_28950033,7,2.0794415416798357,28.57142857142857,0.0,0.0,71.42857142857143,0.0,0.0,2,0,0,5,0,14,5,35.714285714285715,0,0,6-10次,Low
U_29498229,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,1,0,0.0,0,0,2-5次,High
U_12975445,7,2.0794415416798357,0.0,100.0,0.0,0.0,0.0,100.0,0,7,0,0,0,153,102,66.66666666666666,0,0,6-10次,High
U_13555957,22,3.1354942159291497,9.090909090909092,86.36363636363636,4.545454545454546,0.0,0.0,90.9090909090909,2,19,1,0,0,129,82,63.565891472868216,0,0,21-50次,High
U_29466309,11,2.4849066497880004,0.0,100.0,0.0,0.0,0.0,100.0,0,11,0,0,0,300,230,76.66666666666667,0,0,11-20次,High
U_15455446,7,2.0794415416798357,0.0,100.0,0.0,0.0,0.0,100.0,0,7,0,0,0,115,70,60.86956521739131,0,0,6-10次,High
U_16062180,4,1.6094379124341005,25.0,75.0,0.0,0.0,0.0,75.0,1,3,0,0,0,22,15,68.18181818181817,0,0,2-5次,High
U_14026813,2,1.0986122886681098,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,2,0,16,13,81.25,0,0,2-5次,Low
U_29381315,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,238,190,79.83193277310924,0,0,2-5次,High
U_5617477,6,1.9459101490553132,16.666666666666664,66.66666666666666,0.0,0.0,16.666666666666664,66.66666666666666,1,4,0,0,1,3,3,100.0,0,0,6-10次,Low
U_8475751,18,2.9444389791664403,11.11111111111111,55.55555555555556,0.0,33.33333333333333,0.0,55.55555555555556,2,10,0,6,0,17,10,58.82352941176471,0,0,11-20次,Low
U_11642954,10,2.3978952727983707,60.0,20.0,20.0,0.0,0.0,40.0,6,2,2,0,0,29,27,93.10344827586206,0,0,6-10次,Low
U_29694439,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,39,26,66.66666666666666,0,0,2-5次,High
U_5617447,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,85,46,54.11764705882353,0,0,2-5次,High
U_24103516,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,58,48,82.75862068965517,0,0,2-5次,High
U_14033899,6,1.9459101490553132,66.66666666666666,33.33333333333333,0.0,0.0,0.0,33.33333333333333,4,2,0,0,0,60,34,56.666666666666664,0,0,6-10次,Low
U_29616801,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,33,24,72.72727272727273,0,0,2-5次,High
U_28666569,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,49,36,73.46938775510205,0,0,2-5次,High
U_29669284,2,1.0986122886681098,50.0,0.0,50.0,0.0,0.0,50.0,1,0,1,0,0,2,0,0.0,0,0,2-5次,Low
U_28440801,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,17,10,58.82352941176471,0,0,1次,High
U_15497297,10,2.3978952727983707,10.0,50.0,0.0,40.0,0.0,50.0,1,5,0,4,0,198,161,81.31313131313132,0,0,6-10次,Low
U_4213473,15,2.772588722239781,33.33333333333333,33.33333333333333,26.666666666666668,6.666666666666667,0.0,60.0,5,5,4,1,0,165,130,78.78787878787878,0,0,11-20次,Low
U_29209793,4,1.6094379124341005,0.0,75.0,0.0,25.0,0.0,75.0,0,3,0,1,0,3,1,33.33333333333333,0,0,2-5次,High
U_17216207,6,1.9459101490553132,16.666666666666664,66.66666666666666,0.0,16.666666666666664,0.0,66.66666666666666,1,4,0,1,0,12,8,66.66666666666666,0,0,6-10次,Low
U_192760,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,46,28,60.86956521739131,0,0,2-5次,High
U_13802861,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,62,47,75.80645161290323,0,0,2-5次,High
U_15110435,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,88,69,78.4090909090909,0,0,2-5次,High
U_28718750,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,268,230,85.82089552238806,0,0,2-5次,High
U_5464307,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,37,26,70.27027027027027,0,0,2-5次,High
U_5417987,9,2.302585092994046,11.11111111111111,77.77777777777779,0.0,11.11111111111111,0.0,77.77777777777779,1,7,0,1,0,38,27,71.05263157894737,0,0,6-10次,High
U_29753716,7,2.0794415416798357,0.0,71.42857142857143,0.0,28.57142857142857,0.0,71.42857142857143,0,5,0,2,0,12,8,66.66666666666666,0,0,6-10次,High
U_6915933,15,2.772588722239781,13.333333333333334,6.666666666666667,0.0,80.0,0.0,6.666666666666667,2,1,0,12,0,281,161,57.29537366548043,0,0,11-20次,Low
U_15052187,3,1.3862943611198906,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,66.66666666666666,1,1,1,0,0,90,72,80.0,0,0,2-5次,Low
U_29340394,2,1.0986122886681098,0.0,50.0,0.0,50.0,0.0,50.0,0,1,0,1,0,23,17,73.91304347826086,0,0,2-5次,Low
U_22743974,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,52,45,86.53846153846155,0,0,1次,High
U_9091756,2,1.0986122886681098,0.0,50.0,0.0,50.0,0.0,50.0,0,1,0,1,0,80,67,83.75,0,0,2-5次,Low
U_2014800,6,1.9459101490553132,0.0,66.66666666666666,33.33333333333333,0.0,0.0,100.0,0,4,2,0,0,273,232,84.98168498168498,0,0,6-10次,High
U_29754966,8,2.1972245773362196,0.0,100.0,0.0,0.0,0.0,100.0,0,8,0,0,0,42,29,69.04761904761905,0,0,6-10次,High
U_27207015,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,1,1,100.0,0,0,2-5次,High
U_10205902,18,2.9444389791664403,5.555555555555555,94.44444444444444,0.0,0.0,0.0,94.44444444444444,1,17,0,0,0,349,266,76.21776504297995,0,0,11-20次,High
U_9066564,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,24,13,54.166666666666664,0,0,2-5次,High
U_8237634,11,2.4849066497880004,0.0,90.9090909090909,9.090909090909092,0.0,0.0,100.0,0,10,1,0,0,177,153,86.4406779661017,0,0,11-20次,High
U_10384958,5,1.791759469228055,0.0,20.0,40.0,40.0,0.0,60.0,0,1,2,2,0,2,2,100.0,0,0,2-5次,Low
U_16990056,10,2.3978952727983707,20.0,60.0,0.0,0.0,20.0,60.0,2,6,0,0,2,64,42,65.625,0,0,6-10次,Low
U_1445263,11,2.4849066497880004,27.27272727272727,63.63636363636363,9.090909090909092,0.0,0.0,72.72727272727273,3,7,1,0,0,345,238,68.98550724637681,0,0,11-20次,High
U_29588323,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,109,95,87.1559633027523,0,0,1次,High
U_386535,1,0.6931471805599453,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,1,0,16,13,81.25,0,0,1次,Low
U_6361942,6,1.9459101490553132,16.666666666666664,66.66666666666666,0.0,16.666666666666664,0.0,66.66666666666666,1,4,0,1,0,11,10,90.9090909090909,0,0,6-10次,Low
U_4831444,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,258,215,83.33333333333334,0,0,1次,High
U_1169478,16,2.833213344056216,6.25,81.25,6.25,6.25,0.0,87.5,1,13,1,1,0,134,115,85.82089552238806,0,0,11-20次,High
U_5498813,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,35,17,48.57142857142857,0,0,1次,High
U_14051524,2,1.0986122886681098,0.0,50.0,0.0,50.0,0.0,50.0,0,1,0,1,0,4,3,75.0,0,0,2-5次,Low
U_11259867,7,2.0794415416798357,14.285714285714285,85.71428571428571,0.0,0.0,0.0,85.71428571428571,1,6,0,0,0,122,94,77.04918032786885,0,0,6-10次,High
U_23168030,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,8,5,62.5,0,0,1次,High
U_7093327,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,56,41,73.21428571428571,0,0,2-5次,High
U_10594487,6,1.9459101490553132,16.666666666666664,66.66666666666666,16.666666666666664,0.0,0.0,83.33333333333334,1,4,1,0,0,189,133,70.37037037037037,0,0,6-10次,High
U_2049078,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,69,49,71.01449275362319,0,0,2-5次,High
U_29448433,6,1.9459101490553132,0.0,100.0,0.0,0.0,0.0,100.0,0,6,0,0,0,2,0,0.0,0,0,6-10次,High
U_25297002,6,1.9459101490553132,0.0,66.66666666666666,0.0,33.33333333333333,0.0,66.66666666666666,0,4,0,2,0,15,11,73.33333333333333,0,0,6-10次,Low
U_29779370,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,58,44,75.86206896551724,0,0,2-5次,High
U_7491818,26,3.295836866004329,3.8461538461538463,92.3076923076923,0.0,0.0,3.8461538461538463,92.3076923076923,1,24,0,0,1,205,147,71.70731707317073,0,0,21-50次,High
U_29782676,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,8,7,87.5,0,0,1次,High
U_29772129,3,1.3862943611198906,0.0,100.0,0.0,0.0,0.0,100.0,0,3,0,0,0,139,81,58.27338129496403,0,0,2-5次,High
U_28581716,19,2.995732273553991,31.57894736842105,47.368421052631575,5.263157894736842,5.263157894736842,10.526315789473683,52.63157894736842,6,9,1,1,2,2,1,50.0,0,0,11-20次,Low
U_27918512,169,5.135798437050262,7.6923076923076925,89.94082840236686,1.183431952662722,1.183431952662722,0.0,91.1242603550296,13,152,2,2,0,4,4,100.0,0,0,>100次,High
U_9031919,7,2.0794415416798357,0.0,100.0,0.0,0.0,0.0,100.0,0,7,0,0,0,389,313,80.46272493573264,0,0,6-10次,High
U_25374083,4,1.6094379124341005,0.0,75.0,0.0,25.0,0.0,75.0,0,3,0,1,0,230,197,85.65217391304348,0,0,2-5次,High
U_29784331,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,5,3,60.0,0,0,2-5次,High
U_15196448,4,1.6094379124341005,0.0,100.0,0.0,0.0,0.0,100.0,0,4,0,0,0,70,60,85.71428571428571,0,0,2-5次,High
U_12385064,5,1.791759469228055,20.0,80.0,0.0,0.0,0.0,80.0,1,4,0,0,0,324,256,79.01234567901234,0,0,2-5次,High
U_16143496,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,41,35,85.36585365853658,0,0,2-5次,High
U_29776405,13,2.6390573296152584,0.0,100.0,0.0,0.0,0.0,100.0,0,13,0,0,0,72,54,75.0,0,0,11-20次,High
U_11506349,10,2.3978952727983707,10.0,80.0,10.0,0.0,0.0,90.0,1,8,1,0,0,175,133,76.0,0,0,6-10次,High
U_13050297,6,1.9459101490553132,0.0,83.33333333333334,16.666666666666664,0.0,0.0,100.0,0,5,1,0,0,113,74,65.48672566371681,0,0,6-10次,High
U_11857097,46,3.8501476017100584,32.608695652173914,34.78260869565217,0.0,32.608695652173914,0.0,34.78260869565217,15,16,0,15,0,5,1,20.0,0,0,21-50次,Low
U_29277976,2,1.0986122886681098,0.0,100.0,0.0,0.0,0.0,100.0,0,2,0,0,0,12,10,83.33333333333334,0,0,2-5次,High
U_1975638,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,4,4,100.0,0,0,1次,High
U_29327460,1,0.6931471805599453,0.0,100.0,0.0,0.0,0.0,100.0,0,1,0,0,0,244,183,75.0,0,0,1次,High
U_29189766,3,1.3862943611198906,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,1,0,0,2,0,26,19,73.07692307692307,0,0,2-5次,Low
U_15323714,6,1.9459101490553132,66.66666666666666,16.666666666666664,16.666666666666664,0.0,0.0,33.33333333333333,4,1,1,0,0,8,0,0.0,0,0,6-10次,Low
U_29794492,5,1.791759469228055,0.0,100.0,0.0,0.0,0.0,100.0,0,5,0,0,0,2,1,50.0,0,0,2-5次,High
U_17960856,9,2.302585092994046,33.33333333333333,66.66666666666666,0.0,0.0,0.0,66.66666666666666,3,6,0,0,0,617,390,63.20907617504052,0,0,6-10次,Low
U_5574060,3,1.3862943611198906,33.33333333333333,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1,2,0,0,0,87,67,77.01149425287356,0,0,2-5次,Low
U_29749195,1,0.6931471805599453,100.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,75,61,81.33333333333333,0,0,1次,Low
U_28790302,3,1.3862943611198906,66.66666666666666,0.0,33.33333333333333,0.0,0.0,33.33333333333333,2,0,1,0,0,227,181,79.73568281938326,0,0,2-5次,Low
