user_id,kg_pct,other_process_pct,task_pct,selfreg_pct
U_14834107,0.0,0.0,0.0,0.0
U_29684431,50.0,50.0,0.0,0.0
U_5385142,20.0,70.0,0.0,0.0
U_2467310,33.33333333333333,50.0,0.0,0.0
U_12461277,33.33333333333333,33.33333333333333,0.0,33.33333333333333
U_1994729,0.0,63.63636363636363,9.090909090909092,0.0
U_24140881,0.0,16.666666666666664,83.33333333333334,0.0
U_5574090,0.0,100.0,0.0,0.0
U_5574083,10.0,80.0,0.0,0.0
U_5574064,0.0,60.0,20.0,20.0
U_29119460,0.0,66.66666666666666,0.0,33.33333333333333
U_26428156,50.0,50.0,0.0,0.0
U_5617508,0.0,60.0,0.0,20.0
U_4097858,7.2727272727272725,27.27272727272727,43.63636363636363,1.8181818181818181
U_15313711,0.0,100.0,0.0,0.0
U_22865888,0.0,100.0,0.0,0.0
U_18335055,0.0,100.0,0.0,0.0
U_21139673,0.0,100.0,0.0,0.0
U_762035,0.0,100.0,0.0,0.0
U_15502871,0.0,100.0,0.0,0.0
U_16572342,4.838709677419355,23.387096774193548,47.58064516129033,8.064516129032258
U_28420688,71.42857142857143,28.57142857142857,0.0,0.0
U_28368193,0.0,100.0,0.0,0.0
U_5574134,0.0,0.0,100.0,0.0
U_17502068,0.0,100.0,0.0,0.0
U_17177913,0.0,100.0,0.0,0.0
U_29001708,0.0,80.0,20.0,0.0
U_6350148,50.0,50.0,0.0,0.0
U_13544241,0.0,100.0,0.0,0.0
U_11680739,50.0,0.0,33.33333333333333,0.0
U_808713,0.0,25.0,75.0,0.0
U_11321207,25.0,25.0,50.0,0.0
U_2640692,0.0,100.0,0.0,0.0
U_15209719,0.0,80.0,20.0,0.0
U_29380914,0.0,33.33333333333333,0.0,33.33333333333333
U_11430949,0.0,41.17647058823529,29.411764705882355,5.88235294117647
U_206390,0.0,25.0,62.5,0.0
U_28950033,0.0,0.0,28.57142857142857,0.0
U_29498229,33.33333333333333,66.66666666666666,0.0,0.0
U_12975445,85.71428571428571,14.285714285714285,0.0,0.0
U_13555957,54.54545454545454,31.818181818181817,9.090909090909092,4.545454545454546
U_29466309,0.0,100.0,0.0,0.0
U_15455446,57.14285714285714,42.857142857142854,0.0,0.0
U_16062180,0.0,75.0,25.0,0.0
U_14026813,0.0,0.0,0.0,0.0
U_29381315,66.66666666666666,33.33333333333333,0.0,0.0
U_5617477,0.0,66.66666666666666,16.666666666666664,0.0
U_8475751,5.555555555555555,50.0,11.11111111111111,0.0
U_11642954,0.0,20.0,60.0,20.0
U_29694439,0.0,100.0,0.0,0.0
U_5617447,0.0,100.0,0.0,0.0
U_24103516,0.0,100.0,0.0,0.0
U_14033899,16.666666666666664,16.666666666666664,66.66666666666666,0.0
U_29616801,0.0,100.0,0.0,0.0
U_28666569,0.0,100.0,0.0,0.0
U_29669284,0.0,0.0,50.0,50.0
U_28440801,0.0,100.0,0.0,0.0
U_15497297,0.0,50.0,10.0,0.0
U_4213473,6.666666666666667,26.666666666666668,33.33333333333333,26.666666666666668
U_29209793,0.0,75.0,0.0,0.0
U_17216207,0.0,66.66666666666666,16.666666666666664,0.0
U_192760,0.0,100.0,0.0,0.0
U_13802861,0.0,100.0,0.0,0.0
U_15110435,0.0,100.0,0.0,0.0
U_28718750,0.0,100.0,0.0,0.0
U_5464307,0.0,100.0,0.0,0.0
U_5417987,0.0,77.77777777777779,11.11111111111111,0.0
U_29753716,0.0,71.42857142857143,0.0,0.0
U_6915933,0.0,6.666666666666667,13.333333333333334,0.0
U_15052187,0.0,33.33333333333333,33.33333333333333,33.33333333333333
U_29340394,0.0,50.0,0.0,0.0
U_22743974,0.0,100.0,0.0,0.0
U_9091756,0.0,50.0,0.0,0.0
U_2014800,0.0,66.66666666666666,0.0,33.33333333333333
U_29754966,0.0,100.0,0.0,0.0
U_27207015,0.0,100.0,0.0,0.0
U_10205902,72.22222222222221,22.22222222222222,5.555555555555555,0.0
U_9066564,0.0,100.0,0.0,0.0
U_8237634,0.0,90.9090909090909,0.0,9.090909090909092
U_10384958,0.0,20.0,0.0,40.0
U_16990056,10.0,50.0,20.0,0.0
U_1445263,9.090909090909092,54.54545454545454,27.27272727272727,9.090909090909092
U_29588323,0.0,100.0,0.0,0.0
U_386535,0.0,0.0,0.0,0.0
U_6361942,0.0,66.66666666666666,16.666666666666664,0.0
U_4831444,0.0,100.0,0.0,0.0
U_1169478,0.0,81.25,6.25,6.25
U_5498813,0.0,100.0,0.0,0.0
U_14051524,0.0,50.0,0.0,0.0
U_11259867,57.14285714285714,28.57142857142857,14.285714285714285,0.0
U_23168030,0.0,100.0,0.0,0.0
U_7093327,0.0,100.0,0.0,0.0
U_10594487,0.0,66.66666666666666,16.666666666666664,16.666666666666664
U_2049078,80.0,20.0,0.0,0.0
U_29448433,0.0,100.0,0.0,0.0
U_25297002,16.666666666666664,50.0,0.0,0.0
U_29779370,0.0,100.0,0.0,0.0
U_7491818,0.0,92.3076923076923,3.8461538461538463,0.0
U_29782676,0.0,100.0,0.0,0.0
U_29772129,0.0,100.0,0.0,0.0
U_28581716,0.0,47.368421052631575,31.57894736842105,5.263157894736842
U_27918512,75.14792899408283,14.792899408284024,7.6923076923076925,1.183431952662722
U_9031919,0.0,100.0,0.0,0.0
U_25374083,0.0,75.0,0.0,0.0
U_29784331,0.0,100.0,0.0,0.0
U_15196448,0.0,100.0,0.0,0.0
U_12385064,0.0,80.0,20.0,0.0
U_16143496,0.0,100.0,0.0,0.0
U_29776405,0.0,100.0,0.0,0.0
U_11506349,0.0,80.0,10.0,10.0
U_13050297,16.666666666666664,66.66666666666666,0.0,16.666666666666664
U_11857097,0.0,34.78260869565217,32.608695652173914,0.0
U_29277976,0.0,100.0,0.0,0.0
U_1975638,0.0,100.0,0.0,0.0
U_29327460,0.0,100.0,0.0,0.0
U_29189766,0.0,0.0,33.33333333333333,0.0
U_15323714,0.0,16.666666666666664,66.66666666666666,16.666666666666664
U_29794492,0.0,100.0,0.0,0.0
U_17960856,0.0,66.66666666666666,33.33333333333333,0.0
U_5574060,0.0,66.66666666666666,33.33333333333333,0.0
U_29749195,0.0,0.0,100.0,0.0
U_28790302,0.0,0.0,66.66666666666666,33.33333333333333
U_23206527,0.0,100.0,0.0,0.0
U_29765975,0.0,0.0,100.0,0.0
U_28657090,0.0,100.0,0.0,0.0
U_29351150,0.0,80.0,20.0,0.0
U_6992323,14.285714285714285,0.0,42.857142857142854,0.0
U_9209951,0.0,25.0,50.0,0.0
U_29558667,37.5,37.5,12.5,12.5
U_27719199,0.0,100.0,0.0,0.0
U_29073592,0.0,100.0,0.0,0.0
U_28789637,0.0,100.0,0.0,0.0
U_28314481,0.0,80.0,20.0,0.0
U_11086899,11.11111111111111,44.44444444444444,33.33333333333333,0.0
U_25271268,0.0,50.0,50.0,0.0
U_29794674,0.0,100.0,0.0,0.0
U_16388553,0.0,100.0,0.0,0.0
U_29472910,0.0,100.0,0.0,0.0
U_13359450,0.0,66.66666666666666,33.33333333333333,0.0
U_15501189,0.0,100.0,0.0,0.0
U_29323892,0.0,66.66666666666666,33.33333333333333,0.0
U_15386006,33.33333333333333,66.66666666666666,0.0,0.0
U_25004920,0.0,0.0,100.0,0.0
U_4474269,0.0,100.0,0.0,0.0
U_26579473,0.0,100.0,0.0,0.0
U_29435680,0.0,100.0,0.0,0.0
U_13328824,0.0,42.857142857142854,35.714285714285715,0.0
U_28972516,33.33333333333333,50.0,0.0,16.666666666666664
U_5327213,0.0,0.0,100.0,0.0
U_12950090,66.66666666666666,0.0,33.33333333333333,0.0
U_29842070,0.0,100.0,0.0,0.0
U_12442875,0.0,33.33333333333333,33.33333333333333,33.33333333333333
U_29275142,0.0,11.11111111111111,44.44444444444444,0.0
U_29817888,0.0,20.0,60.0,0.0
U_14817143,0.0,100.0,0.0,0.0
U_11509286,0.0,100.0,0.0,0.0
U_29777535,0.0,100.0,0.0,0.0
U_20256724,0.0,100.0,0.0,0.0
U_29823336,0.0,100.0,0.0,0.0
U_13418397,33.33333333333333,66.66666666666666,0.0,0.0
U_14134660,0.0,100.0,0.0,0.0
U_13710555,23.076923076923077,69.23076923076923,7.6923076923076925,0.0
U_29054786,0.0,94.73684210526315,5.263157894736842,0.0
U_5574080,0.0,50.0,0.0,0.0
U_1083873,0.0,50.0,50.0,0.0
U_5617410,33.33333333333333,0.0,66.66666666666666,0.0
U_28476738,10.0,40.0,10.0,10.0
U_5574132,0.0,0.0,100.0,0.0
U_29823907,50.0,37.5,12.5,0.0
U_29886457,0.0,100.0,0.0,0.0
U_29895618,0.0,100.0,0.0,0.0
U_14394669,0.0,100.0,0.0,0.0
U_550717,42.857142857142854,28.57142857142857,28.57142857142857,0.0
U_28060307,0.0,100.0,0.0,0.0
U_11519487,0.0,40.0,40.0,20.0
U_29681830,0.0,75.0,25.0,0.0
U_16232303,0.0,100.0,0.0,0.0
U_9214737,0.0,88.88888888888889,11.11111111111111,0.0
U_6910519,0.0,10.0,70.0,10.0
U_23567552,0.0,100.0,0.0,0.0
U_29674741,0.0,100.0,0.0,0.0
U_13044752,33.33333333333333,33.33333333333333,0.0,0.0
U_8828513,0.0,100.0,0.0,0.0
U_17235057,0.0,100.0,0.0,0.0
U_2617488,0.0,100.0,0.0,0.0
U_29421269,0.0,100.0,0.0,0.0
U_27577864,50.0,50.0,0.0,0.0
U_29906564,0.0,83.33333333333334,16.666666666666664,0.0
U_16081191,0.0,20.0,20.0,0.0
U_29905423,40.0,60.0,0.0,0.0
U_5617478,0.0,57.14285714285714,42.857142857142854,0.0
U_29908269,0.0,100.0,0.0,0.0
U_14079706,0.0,95.65217391304348,0.0,4.3478260869565215
U_20314400,36.36363636363637,36.36363636363637,18.181818181818183,0.0
U_29906424,0.0,85.71428571428571,0.0,0.0
U_4308244,0.0,0.0,66.66666666666666,0.0
U_12108208,0.0,62.5,0.0,37.5
U_29910912,0.0,100.0,0.0,0.0
U_1844119,33.33333333333333,33.33333333333333,33.33333333333333,0.0
U_27003595,0.0,0.0,100.0,0.0
U_19138476,0.0,66.66666666666666,33.33333333333333,0.0
U_28880289,62.5,37.5,0.0,0.0
U_28390092,0.0,0.0,100.0,0.0
U_29909805,0.0,100.0,0.0,0.0
U_1288483,0.0,100.0,0.0,0.0
U_6471234,0.0,80.0,20.0,0.0
U_29024587,50.0,50.0,0.0,0.0
U_14503817,57.14285714285714,42.857142857142854,0.0,0.0
U_12457537,0.0,100.0,0.0,0.0
U_16829889,50.0,50.0,0.0,0.0
U_8312405,0.0,50.0,50.0,0.0
U_29912523,0.0,100.0,0.0,0.0
U_12441983,60.0,40.0,0.0,0.0
U_10779202,0.0,80.0,0.0,0.0
U_29931699,0.0,100.0,0.0,0.0
U_15396164,28.57142857142857,71.42857142857143,0.0,0.0
U_29926933,11.11111111111111,77.77777777777779,0.0,11.11111111111111
U_28421272,50.0,50.0,0.0,0.0
U_21205326,28.57142857142857,57.14285714285714,0.0,14.285714285714285
U_11034899,0.0,100.0,0.0,0.0
U_15156153,0.0,0.0,0.0,100.0
U_29928622,0.0,100.0,0.0,0.0
U_29944445,0.0,100.0,0.0,0.0
U_15507044,0.0,100.0,0.0,0.0
U_29669332,100.0,0.0,0.0,0.0
U_374126,0.0,0.0,100.0,0.0
U_10171948,0.0,0.0,66.66666666666666,0.0
U_13071881,50.0,50.0,0.0,0.0
U_29580824,68.75,18.75,6.25,6.25
U_15316395,0.0,100.0,0.0,0.0
U_29955190,100.0,0.0,0.0,0.0
U_4333468,100.0,0.0,0.0,0.0
U_29318502,33.33333333333333,33.33333333333333,0.0,0.0
U_29690941,64.0,24.0,8.0,0.0
U_7999889,57.14285714285714,0.0,14.285714285714285,28.57142857142857
U_11464797,100.0,0.0,0.0,0.0
U_26375969,40.0,60.0,0.0,0.0
U_29892199,100.0,0.0,0.0,0.0
U_13815981,100.0,0.0,0.0,0.0
U_29972869,59.09090909090909,9.090909090909092,13.636363636363635,13.636363636363635
U_29960756,9.523809523809524,4.761904761904762,14.285714285714285,0.0
U_7435464,100.0,0.0,0.0,0.0
U_351475,100.0,0.0,0.0,0.0
U_29452320,100.0,0.0,0.0,0.0
U_14485215,75.0,0.0,25.0,0.0
U_15263899,0.0,25.0,50.0,25.0
U_27245121,100.0,0.0,0.0,0.0
U_29954124,93.33333333333333,6.666666666666667,0.0,0.0
U_15149315,30.23255813953488,32.55813953488372,37.2093023255814,0.0
U_4474447,0.0,100.0,0.0,0.0
U_29643436,0.0,0.0,0.0,100.0
U_5825950,0.0,100.0,0.0,0.0
U_29898738,50.0,0.0,0.0,50.0
U_12893952,100.0,0.0,0.0,0.0
U_29971965,100.0,0.0,0.0,0.0
U_16217821,90.9090909090909,9.090909090909092,0.0,0.0
U_29982301,100.0,0.0,0.0,0.0
U_20013408,100.0,0.0,0.0,0.0
U_13933393,0.0,50.0,0.0,0.0
U_14485394,100.0,0.0,0.0,0.0
U_5680989,0.0,0.0,0.0,100.0
U_366560,0.0,0.0,66.66666666666666,0.0
U_3723861,100.0,0.0,0.0,0.0
U_9941870,0.0,100.0,0.0,0.0
U_2951477,0.0,33.33333333333333,33.33333333333333,0.0
U_29996324,85.71428571428571,14.285714285714285,0.0,0.0
U_22217546,83.33333333333334,0.0,16.666666666666664,0.0
U_29964883,100.0,0.0,0.0,0.0
U_17744450,100.0,0.0,0.0,0.0
U_23147611,100.0,0.0,0.0,0.0
U_11791942,100.0,0.0,0.0,0.0
U_30004545,100.0,0.0,0.0,0.0
U_14769578,5.0,25.0,10.0,55.00000000000001
U_29066885,100.0,0.0,0.0,0.0
U_29951143,0.0,0.0,0.0,100.0
U_16084305,66.66666666666666,33.33333333333333,0.0,0.0
U_15150019,100.0,0.0,0.0,0.0
U_12747428,100.0,0.0,0.0,0.0
U_10617838,100.0,0.0,0.0,0.0
U_29232302,87.5,12.5,0.0,0.0
U_30007568,66.66666666666666,0.0,33.33333333333333,0.0
U_30015913,100.0,0.0,0.0,0.0
U_15084898,22.22222222222222,22.22222222222222,44.44444444444444,0.0
U_15273741,100.0,0.0,0.0,0.0
U_16025967,0.0,0.0,0.0,100.0
U_30016763,80.0,20.0,0.0,0.0
U_30010358,58.333333333333336,16.666666666666664,16.666666666666664,8.333333333333332
U_30017426,100.0,0.0,0.0,0.0
U_28893163,50.0,50.0,0.0,0.0
U_14461591,100.0,0.0,0.0,0.0
U_30023172,100.0,0.0,0.0,0.0
U_29460299,68.18181818181817,22.727272727272727,9.090909090909092,0.0
U_30023033,100.0,0.0,0.0,0.0
U_13460773,100.0,0.0,0.0,0.0
U_28468109,100.0,0.0,0.0,0.0
U_30029607,100.0,0.0,0.0,0.0
U_16054572,100.0,0.0,0.0,0.0
U_3888652,100.0,0.0,0.0,0.0
U_15191797,100.0,0.0,0.0,0.0
U_30040240,100.0,0.0,0.0,0.0
U_29821259,100.0,0.0,0.0,0.0
U_3767794,100.0,0.0,0.0,0.0
U_20815233,100.0,0.0,0.0,0.0
U_29913819,100.0,0.0,0.0,0.0
U_16031276,66.66666666666666,0.0,33.33333333333333,0.0
U_5574130,100.0,0.0,0.0,0.0
U_16407941,100.0,0.0,0.0,0.0
U_29795117,100.0,0.0,0.0,0.0
U_1562108,100.0,0.0,0.0,0.0
U_29982616,100.0,0.0,0.0,0.0
U_9778342,100.0,0.0,0.0,0.0
U_15249947,42.857142857142854,28.57142857142857,28.57142857142857,0.0
U_29778606,100.0,0.0,0.0,0.0
U_29022142,100.0,0.0,0.0,0.0
U_29997374,0.0,0.0,33.33333333333333,0.0
U_29933486,0.0,12.5,25.0,12.5
U_8243219,57.14285714285714,14.285714285714285,28.57142857142857,0.0
U_11969774,100.0,0.0,0.0,0.0
U_29695647,100.0,0.0,0.0,0.0
U_15283724,100.0,0.0,0.0,0.0
U_30028001,90.9090909090909,0.0,0.0,0.0
U_10518172,66.66666666666666,0.0,33.33333333333333,0.0
U_7533509,100.0,0.0,0.0,0.0
U_15379521,100.0,0.0,0.0,0.0
U_30103284,33.33333333333333,11.11111111111111,55.55555555555556,0.0
U_11455563,100.0,0.0,0.0,0.0
U_17850466,0.0,100.0,0.0,0.0
U_17672035,0.0,0.0,0.0,100.0
U_15013730,68.57142857142857,2.857142857142857,17.142857142857142,0.0
U_28306196,0.0,100.0,0.0,0.0
U_22737104,0.0,0.0,33.33333333333333,66.66666666666666
U_11758805,0.0,0.0,0.0,100.0
U_29993062,100.0,0.0,0.0,0.0
U_26685672,0.0,0.0,100.0,0.0
U_30103921,100.0,0.0,0.0,0.0
U_11641330,50.0,0.0,0.0,50.0
U_12532229,0.0,100.0,0.0,0.0
U_29971861,100.0,0.0,0.0,0.0
U_7736236,100.0,0.0,0.0,0.0
U_11449869,0.0,0.0,0.0,100.0
U_28337223,0.0,0.0,0.0,100.0
U_2402676,100.0,0.0,0.0,0.0
U_8097964,0.0,0.0,100.0,0.0
U_30040062,0.0,16.666666666666664,0.0,0.0
U_25242588,100.0,0.0,0.0,0.0
U_25329144,0.0,0.0,0.0,100.0
U_5103583,100.0,0.0,0.0,0.0
U_29683766,0.0,50.0,0.0,0.0
U_30105037,100.0,0.0,0.0,0.0
U_4613488,100.0,0.0,0.0,0.0
U_10729318,0.0,66.66666666666666,33.33333333333333,0.0
U_30107303,0.0,0.0,0.0,100.0
U_2124301,50.0,0.0,50.0,0.0
U_18609692,50.0,0.0,50.0,0.0
U_30024707,0.0,0.0,100.0,0.0
U_26075232,100.0,0.0,0.0,0.0
U_15254952,50.0,0.0,33.33333333333333,16.666666666666664
U_29963381,0.0,33.33333333333333,33.33333333333333,0.0
U_15872084,100.0,0.0,0.0,0.0
U_15029934,66.66666666666666,0.0,33.33333333333333,0.0
U_18052021,33.33333333333333,33.33333333333333,0.0,0.0
U_55721,55.55555555555556,33.33333333333333,5.555555555555555,0.0
U_642339,75.0,25.0,0.0,0.0
U_11849015,0.0,28.57142857142857,28.57142857142857,14.285714285714285
U_4864204,83.33333333333334,0.0,0.0,0.0
U_16021963,0.0,50.0,25.0,25.0
U_16123977,0.0,33.33333333333333,0.0,66.66666666666666
U_20281914,0.0,0.0,0.0,100.0
U_11857583,100.0,0.0,0.0,0.0
U_12163717,100.0,0.0,0.0,0.0
U_28537310,50.0,0.0,25.0,0.0
U_19332373,85.71428571428571,0.0,14.285714285714285,0.0
U_15501020,0.0,100.0,0.0,0.0
U_12641711,100.0,0.0,0.0,0.0
U_29733644,0.0,100.0,0.0,0.0
U_30076206,100.0,0.0,0.0,0.0
U_6248895,100.0,0.0,0.0,0.0
U_10530420,33.33333333333333,33.33333333333333,33.33333333333333,0.0
U_4640618,40.0,30.0,20.0,0.0
U_22832950,30.76923076923077,7.6923076923076925,15.384615384615385,0.0
U_29897604,0.0,0.0,66.66666666666666,33.33333333333333
U_5034976,100.0,0.0,0.0,0.0
U_12401517,25.0,0.0,0.0,0.0
U_8617104,100.0,0.0,0.0,0.0
U_18240794,0.0,0.0,100.0,0.0
U_14218774,40.0,40.0,20.0,0.0
U_14083681,100.0,0.0,0.0,0.0
U_27281787,91.07142857142857,0.0,0.0,0.0
U_12522566,3.1746031746031744,0.0,1.5873015873015872,0.0
U_15103949,85.71428571428571,14.285714285714285,0.0,0.0
U_29620290,66.66666666666666,16.666666666666664,16.666666666666664,0.0
U_28490555,50.0,0.0,50.0,0.0
U_27932024,0.0,50.0,50.0,0.0
U_30054445,100.0,0.0,0.0,0.0
U_29378745,30.0,10.0,60.0,0.0
U_15501013,83.33333333333334,16.666666666666664,0.0,0.0
U_29067941,66.66666666666666,33.33333333333333,0.0,0.0
U_10716541,0.0,0.0,0.0,100.0
U_29040356,0.0,0.0,75.0,25.0
U_4358550,100.0,0.0,0.0,0.0
U_13977140,100.0,0.0,0.0,0.0
U_3490975,100.0,0.0,0.0,0.0
U_10652262,0.0,0.0,0.0,100.0
U_29581419,52.38095238095239,14.285714285714285,0.0,14.285714285714285
U_28891368,100.0,0.0,0.0,0.0
U_18432954,100.0,0.0,0.0,0.0
U_4613560,100.0,0.0,0.0,0.0
U_30112784,100.0,0.0,0.0,0.0
U_29018369,100.0,0.0,0.0,0.0
U_17108518,50.0,0.0,0.0,0.0
U_11155690,0.0,0.0,0.0,100.0
U_15275609,100.0,0.0,0.0,0.0
U_19264337,100.0,0.0,0.0,0.0
U_16109270,20.0,40.0,40.0,0.0
U_5202432,0.0,0.0,33.33333333333333,0.0
U_27449713,0.0,0.0,50.0,0.0
U_13413687,100.0,0.0,0.0,0.0
U_12171096,0.0,0.0,0.0,100.0
U_13417401,100.0,0.0,0.0,0.0
U_4751709,100.0,0.0,0.0,0.0
U_13417560,100.0,0.0,0.0,0.0
U_9006646,0.0,0.0,50.0,50.0
U_14503457,0.0,33.33333333333333,0.0,66.66666666666666
U_14931926,33.33333333333333,0.0,66.66666666666666,0.0
U_20992709,100.0,0.0,0.0,0.0
U_12988033,0.0,100.0,0.0,0.0
U_3810050,100.0,0.0,0.0,0.0
U_30033795,0.0,100.0,0.0,0.0
U_4459124,100.0,0.0,0.0,0.0
U_30108539,100.0,0.0,0.0,0.0
U_30113531,0.0,0.0,0.0,100.0
U_14399166,100.0,0.0,0.0,0.0
U_28714551,0.0,75.0,25.0,0.0
U_27903795,100.0,0.0,0.0,0.0
U_12594437,100.0,0.0,0.0,0.0
U_29435153,100.0,0.0,0.0,0.0
U_13417427,0.0,0.0,100.0,0.0
U_13556691,100.0,0.0,0.0,0.0
U_29743732,0.0,0.0,0.0,100.0
U_30044827,100.0,0.0,0.0,0.0
U_28642793,100.0,0.0,0.0,0.0
U_29607308,100.0,0.0,0.0,0.0
U_13094796,33.33333333333333,0.0,66.66666666666666,0.0
U_12499985,100.0,0.0,0.0,0.0
U_14035502,100.0,0.0,0.0,0.0
U_11021287,100.0,0.0,0.0,0.0
U_30094956,92.3076923076923,0.0,7.6923076923076925,0.0
U_13417470,0.0,100.0,0.0,0.0
U_16563530,100.0,0.0,0.0,0.0
U_29600796,100.0,0.0,0.0,0.0
U_7287060,100.0,0.0,0.0,0.0
U_7225104,0.0,0.0,0.0,0.0
U_30115793,100.0,0.0,0.0,0.0
U_29980859,0.0,0.0,16.666666666666664,66.66666666666666
U_29451828,100.0,0.0,0.0,0.0
U_29218307,100.0,0.0,0.0,0.0
U_29811273,92.3076923076923,7.6923076923076925,0.0,0.0
U_12991664,50.0,0.0,0.0,0.0
U_8959724,100.0,0.0,0.0,0.0
U_29681915,0.0,100.0,0.0,0.0
U_25365069,0.0,0.0,100.0,0.0
U_5529727,100.0,0.0,0.0,0.0
U_28110933,100.0,0.0,0.0,0.0
U_4503341,100.0,0.0,0.0,0.0
U_13417429,100.0,0.0,0.0,0.0
U_12513438,100.0,0.0,0.0,0.0
U_28661935,0.0,0.0,0.0,0.0
U_29996648,88.88888888888889,11.11111111111111,0.0,0.0
U_5365387,0.0,25.0,25.0,0.0
U_7481242,0.0,0.0,33.33333333333333,33.33333333333333
U_29786894,71.42857142857143,0.0,14.285714285714285,14.285714285714285
U_29582579,100.0,0.0,0.0,0.0
U_7019145,0.0,50.0,50.0,0.0
U_7718201,0.0,0.0,25.0,75.0
U_1105932,0.0,0.0,0.0,100.0
U_14651914,0.0,0.0,50.0,0.0
U_30087121,0.0,100.0,0.0,0.0
U_8803159,0.0,0.0,50.0,50.0
U_29959974,0.0,50.0,0.0,0.0
U_29718735,69.23076923076923,7.6923076923076925,0.0,23.076923076923077
U_15190222,0.0,0.0,100.0,0.0
U_26688493,0.0,0.0,0.0,0.0
U_30000947,0.0,25.0,50.0,0.0
U_29845398,0.0,50.0,0.0,25.0
U_28466613,66.66666666666666,33.33333333333333,0.0,0.0
U_29691902,0.0,25.0,12.5,37.5
U_30120458,0.0,100.0,0.0,0.0
U_25249843,0.0,50.0,0.0,50.0
U_29668841,0.0,50.0,0.0,0.0
U_29777912,0.0,50.0,0.0,50.0
U_1251082,0.0,50.0,0.0,50.0
U_23204646,3.8461538461538463,11.538461538461538,50.0,23.076923076923077
U_4385458,0.0,0.0,100.0,0.0
U_14766332,0.0,0.0,0.0,100.0
U_30044331,0.0,66.66666666666666,33.33333333333333,0.0
U_15358347,0.0,40.0,20.0,0.0
U_9489423,0.0,0.0,20.0,40.0
U_29997641,0.0,0.0,66.66666666666666,0.0
U_26690848,0.0,66.66666666666666,0.0,0.0
U_3672035,0.0,100.0,0.0,0.0
U_26594021,0.0,50.0,0.0,25.0
U_29814851,0.0,100.0,0.0,0.0
U_10190163,22.22222222222222,11.11111111111111,11.11111111111111,44.44444444444444
U_14966581,0.0,0.0,100.0,0.0
U_13417569,0.0,0.0,100.0,0.0
U_28741759,0.0,0.0,0.0,100.0
U_23124440,0.0,0.0,0.0,0.0
U_1409187,100.0,0.0,0.0,0.0
U_12084397,0.0,0.0,0.0,100.0
U_29945136,100.0,0.0,0.0,0.0
U_29245408,33.33333333333333,33.33333333333333,0.0,33.33333333333333
U_11482543,0.0,0.0,50.0,0.0
U_30129851,100.0,0.0,0.0,0.0
U_8953323,0.0,40.0,60.0,0.0
